ds,y
2020-01-01,0.9934283060224653
2020-01-02,0.22436610104927246
2020-01-03,2.296522886107212
2020-01-04,4.546170469229168
2020-01-05,1.5288422961730221
2020-01-06,2.023349360938458
2020-01-07,6.141325790794495
2020-01-08,5.005221010057259
2020-01-09,3.014406674708103
2020-01-10,5.516417070845995
2020-01-11,3.976734048009673
2020-01-12,4.438115665625715
2020-01-13,6.312651186124998
2020-01-14,2.453886806278673
2020-01-15,3.274336852234339
2020-01-16,6.034775478494409
2020-01-17,5.559781071610084
2020-01-18,8.630422058653359
2020-01-19,6.592246613305235
2020-01-20,5.979446255585266
2020-01-21,12.120026885733303
2020-01-22,9.110312306869842
2020-01-23,10.058078357887
2020-01-24,7.422284947813304
2020-01-25,9.51897833751314
2020-01-26,11.15237584487754
2020-01-27,8.93779728273937
2020-01-28,12.286565357227321
2020-01-29,10.615094428338411
2020-01-30,11.49971367460288
2020-01-31,11.131676714591697
2020-02-01,16.276650668667045
2020-02-02,12.76690007141284
2020-02-03,10.884873430713267
2020-02-04,14.836215847587694
2020-02-05,10.92455385439107
2020-02-06,13.9432475431347
2020-02-07,9.749528479383676
2020-02-08,11.139844874133953
2020-02-09,14.301243954244779
2020-02-10,15.479697583393287
2020-02-11,14.424690319691546
2020-02-12,13.913826667521663
2020-02-13,13.5901249364126
2020-02-14,11.266622177314083
2020-02-15,12.799546920657521
2020-02-16,13.317898258890075
2020-02-17,16.33789303850895
2020-02-18,14.880076154552043
2020-02-19,10.620878885984986
2020-02-20,14.734410024310382
2020-02-21,13.240782147399411
2020-02-22,12.56751094629064
2020-02-23,15.04112422418473
2020-02-24,15.762523170264922
2020-02-25,15.432521887213785
2020-02-26,11.748019823488505
2020-02-27,12.651970479927096
2020-02-28,13.764721202830511
2020-02-29,14.873373556647056
2020-03-01,11.772763559248668
2020-03-02,12.157830586707966
2020-03-03,10.104208206602024
2020-03-04,9.702389522407016
2020-03-05,13.48849167341061
2020-03-06,14.335802544034474
2020-03-07,11.230976522333016
2020-03-08,13.126088464335098
2020-03-09,11.579244335139489
2020-03-10,9.296189560703537
2020-03-11,11.033778117930696
2020-03-12,13.10632228764543
2020-03-13,9.673175599559494
2020-03-14,12.58462917522473
2020-03-15,3.922927419626716
2020-03-16,10.510491417606339
2020-03-17,8.742878290258329
2020-03-18,7.671335595816334
2020-03-19,8.152548285054252
2020-03-20,3.693318953567145
2020-03-21,6.928940392455253
2020-03-22,7.783377111915451
2020-03-23,9.727489684242093
2020-03-24,5.440031317534802
2020-03-25,4.567410222174582
2020-03-26,4.892294763166528
2020-03-27,7.442234731105791
2020-03-28,5.989382295396151
2020-03-29,3.998247141295086
2020-03-30,5.816229003187992
2020-03-31,4.722406462119125
2020-04-01,6.211310082070929
2020-04-02,2.6234634515840227
2020-04-03,3.134132477304422
2020-04-04,2.7760085884239674
2020-04-05,0.41337325115047996
2020-04-06,3.7227461037313128
2020-04-07,3.4531407263226037
2020-04-08,2.7526852982638195
2020-04-09,2.0960797190211347
2020-04-10,-0.4308789310015779
2020-04-11,1.4054200361538443
2020-04-12,1.4207762739611671
2020-04-13,0.37417851327739005
2020-04-14,1.542088181250021
2020-04-15,2.5724308467855797
2020-04-16,5.450435533397146
2020-04-17,1.9553185258630306
2020-04-18,2.0640038519952753
2020-04-19,1.3576453237806687
2020-04-20,-2.358248285491332
2020-04-21,1.4143509891764068
2020-04-22,1.591431440979133
2020-04-23,6.416710385513172
2020-04-24,1.1405522434690647
2020-04-25,2.1793143912711166
2020-04-26,1.5737183352251733
2020-04-27,-0.6112619464747282
2020-04-28,4.110749802065834
2020-04-29,3.4440399847792533
2020-04-30,3.653343378754652
2020-05-01,0.3995963192294747
2020-05-02,5.186962456655783
2020-05-03,-0.24351569618870084
2020-05-04,3.928396933019326
2020-05-05,7.3456225759758995
2020-05-06,1.209023109463384
2020-05-07,2.2980395211958227
2020-05-08,3.885406303757123
2020-05-09,2.9493008386088473
2020-05-10,1.1394808665765117
2020-05-11,4.6766001567277256
2020-05-12,2.727325377559488
2020-05-13,6.125027453656527
2020-05-14,3.677992565403553
2020-05-15,8.96841338108245
2020-05-16,4.666042653844783
2020-05-17,5.964308280344591
2020-05-18,8.622782427437105
2020-05-19,4.932309478097263
2020-05-20,8.257742743806002
2020-05-21,10.8358921426563
2020-05-22,5.43491121039048
2020-05-23,9.45637677947487
2020-05-24,10.052525030696469
2020-05-25,11.54991969922358
2020-05-26,7.973183686445372
2020-05-27,8.273700459119663
2020-05-28,12.43215281409801
2020-05-29,12.46142260144254
2020-05-30,12.85254137794891
2020-05-31,13.532856743656371
2020-06-01,11.971994218738093
2020-06-02,14.291683639253108
2020-06-03,14.910868678632426
2020-06-04,13.395345066589657
2020-06-05,19.05605670476154
2020-06-06,16.773126015046127
2020-06-07,13.943654690792933
2020-06-08,18.139375988473688
2020-06-09,15.375475919608643
2020-06-10,19.39550249554063
2020-06-11,20.63230548470407
2020-06-12,17.16418556838134
2020-06-13,21.21876638386217
2020-06-14,20.599447523335765
2020-06-15,21.894672115542626
2020-06-16,24.51499378811958
2020-06-17,20.695082170601875
2020-06-18,20.135846146053918
2020-06-19,20.314185348054735
2020-06-20,20.903363348171865
2020-06-21,22.813875558266393
2020-06-22,24.074268637111725
2020-06-23,24.35950274320597
2020-06-24,25.864410568828436
2020-06-25,24.629249409465356
2020-06-26,27.89232334403142
2020-06-27,24.82630645323668
2020-06-28,31.154244809470818
2020-06-29,27.31103441623398
2020-06-30,24.678290267856763
2020-07-01,24.570464687957465
2020-07-02,27.98322498964029
2020-07-03,26.863440630127585
2020-07-04,29.016200589615035
2020-07-05,28.797970295382736
2020-07-06,27.954332745932934
2020-07-07,26.63986054807367
2020-07-08,25.52195879778081
2020-07-09,27.861386916031925
2020-07-10,30.65437155449829
2020-07-11,29.541172502178988
2020-07-12,26.77705802810194
2020-07-13,29.754498628698126
2020-07-14,30.30236006206977
2020-07-15,27.871548723867996
2020-07-16,30.038190083706905
2020-07-17,29.922585578867604
2020-07-18,27.579647600188913
2020-07-19,30.62464025570117
2020-07-20,31.058260320996077
2020-07-21,32.11468445170259
2020-07-22,32.05248357376995
2020-07-23,27.1704119346599
2020-07-24,28.01573715520743
2020-07-25,30.872075834509246
2020-07-26,30.80541702733933
2020-07-27,30.72926608056754
2020-07-28,37.311732338210064
2020-07-29,30.64123225458437
2020-07-30,31.65018013123541
2020-07-31,31.15342007003546
2020-08-01,30.401712395416208
2020-08-02,28.309446640641195
2020-08-03,30.286936935441418
2020-08-04,27.040755139088972
2020-08-05,27.91902336140332
2020-08-06,27.21750855528509
2020-08-07,28.13736836559699
2020-08-08,32.37863667460309
2020-08-09,23.781324843842576
2020-08-10,28.64628346455162
2020-08-11,23.79816115493623
2020-08-12,25.82204370469992
2020-08-13,28.6791827324066
2020-08-14,26.358861227623972
2020-08-15,23.798073025388394
2020-08-16,24.24106373641856
2020-08-17,26.74443612587983
2020-08-18,23.634158745254144
2020-08-19,25.23416977761827
2020-08-20,24.59609866428006
2020-08-21,22.90343532831343
2020-08-22,28.194823997741143
2020-08-23,24.87433473784218
2020-08-24,19.255676981453032
2020-08-25,23.378884495463787
2020-08-26,21.383607678686865
2020-08-27,24.11508391976499
2020-08-28,20.53068224100947
2020-08-29,21.594861087455495
2020-08-30,22.546651539423184
2020-08-31,22.984886117607967
2020-09-01,18.574453381665347
2020-09-02,20.033293905683546
2020-09-03,19.485834685925273
2020-09-04,18.869263633155395
2020-09-05,23.45437346741123
2020-09-06,20.488883835790144
2020-09-07,16.921074201520064
2020-09-08,21.051494102196667
2020-09-09,23.242542767736495
2020-09-10,20.8556634838696
2020-09-11,15.555032268869255
2020-09-12,17.439357243520668
2020-09-13,20.767174437426533
2020-09-14,16.655454700915875
2020-09-15,18.80821076931097
2020-09-16,19.33235731757156
2020-09-17,15.804866349682277
2020-09-18,17.428796140214207
2020-09-19,10.96825224800969
2020-09-20,15.319089077965245
2020-09-21,16.7942369798929
2020-09-22,14.750018283318424
