ds,y
2023-01-01,-0.40122047188583626
2023-01-02,0.2740924818104168
2023-01-03,0.11259240078179486
2023-01-04,0.24767609854883174
2023-01-05,-0.5730097838554664
2023-01-06,0.2745101742589427
2023-01-07,0.7979982912454497
2023-01-08,1.8011436077950418
2023-01-09,1.3592708260852069
2023-01-10,2.6031824575115565
2023-01-11,-0.2673475628880495
2023-01-12,1.4223206367206782
2023-01-13,0.7833420057383518
2023-01-14,2.839802933217672
2023-01-15,-0.1082982853551514
2023-01-16,-0.08972184218077606
2023-01-17,0.2006073545559779
2023-01-18,-1.2738957243098068
2023-01-19,0.374244978319239
2023-01-20,0.1908673384463021
2023-01-21,1.1503937864762077
2023-01-22,1.3917559757771594
2023-01-23,2.9761708392158863
2023-01-24,2.1004238381860505
2023-01-25,0.6230963443375971
2023-01-26,0.35158532865164205
2023-01-27,1.7919191715065057
2023-01-28,0.029766792979357914
2023-01-29,3.231458765854354
2023-01-30,2.629440120721287
2023-01-31,1.0308243478952952
2023-02-01,-0.16313452909087744
2023-02-02,2.953872374165413
2023-02-03,1.5354601547473823
2023-02-04,2.937816311973462
2023-02-05,0.1555723412056329
2023-02-06,1.2006249770462272
2023-02-07,1.8552436997181831
2023-02-08,1.9469805937647422
2023-02-09,1.4999345285207566
2023-02-10,2.6228499323474987
2023-02-11,0.9823795706174059
2023-02-12,1.9576205149787067
2023-02-13,2.2702956317118987
2023-02-14,2.714438834058749
2023-02-15,2.9616148780888896
2023-02-16,1.175357908162131
2023-02-17,0.8158858292643778
2023-02-18,3.677676821898509
2023-02-19,2.782314011979592
2023-02-20,1.7515134634434464
2023-02-21,4.101151975522523
2023-02-22,2.7156746342928586
2023-02-23,3.829297184063827
2023-02-24,2.767518481410109
2023-02-25,4.810747924881987
2023-02-26,4.555340842443204
2023-02-27,2.6010358515209266
2023-02-28,3.871570950954356
2023-03-01,3.5953759495851476
2023-03-02,4.368631557532349
2023-03-03,2.085076539419896
2023-03-04,3.7860514599984394
2023-03-05,4.208424486849588
2023-03-06,1.441260513576886
2023-03-07,2.066741487334225
2023-03-08,1.2607678222398997
2023-03-09,3.080593165555442
2023-03-10,4.1175422557959624
2023-03-11,4.952357052096028
2023-03-12,3.574094780419775
2023-03-13,5.178615545571292
2023-03-14,2.219898541785109
2023-03-15,1.9466175606448457
2023-03-16,3.6444523011033816
2023-03-17,4.134065448939308
2023-03-18,3.767305251905907
2023-03-19,1.7825578999601235
2023-03-20,3.810879960487212
2023-03-21,2.645530499495147
2023-03-22,4.669672548830039
2023-03-23,4.416598246096848
2023-03-24,3.1601202136726454
2023-03-25,3.636133082663307
